epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhattan_accuracy,manhattan_accuracy_threshold,manhattan_f1,manhattan_precision,manhattan_recall,manhattan_f1_threshold,manhattan_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
-1,-1,0.9099903534591506,0.8681730031967163,0.8798801732278336,0.8482013936844749,0.9140170477607902,0.852232813835144,0.9248234406964589,0.9101387617799105,11.39983081817627,0.8795641740709514,0.8446686596910812,0.9174671898254634,12.09014892578125,0.9248780629159912,0.9099903534591506,0.5134725570678711,0.8798801732278336,0.8482013936844749,0.9140170477607902,0.5436307787895203,0.9249197879998878,0.9099903534591506,0.8681729435920715,0.8798801732278336,0.8482013936844749,0.9140170477607902,0.852232813835144,0.9247845722254051
